92.1 14 112 23.8622 46.1669 -4.83026 28.9896 53.8114 -6.72062
91.6 12 101 16.253 45.2745 -7.31562 29.8907 52.9921 -19.2302
91.4 10 97 20.969 46.5311 -15.142 30.0911 52.9629 -23.4122
91.7 8 77 18.6125 46.2549 -28.5406 31.776 52.929 -42.8681
92.6 6 70 18.1101 44.3673 -32.1925 31.2999 53.8306 -47.8235
93 4 60.8 18.8199 34.9838 -33.4954 31.5528 53.8872 -53.8325
95 2 25 32.3927 18.8269 -30.7527 27.0647 63.6986 -69.1686
97 0 56 30.6773 18.774 -35.9309 30.0717 65.632 -61.6315
98.1 -2 47.3 31.0399 18.1685 -35.1328 29.3818 66.4912 -66.6848
99.7 -4 50 29.4756 16.6606 -33.2888 31.1808 66.7476 -66.7904
100.8 -5.5 50.8 28.6576 16.6817 -32.7514 31.973 67.6613 -67.5413
102.3 -7 33.5 26.9448 15.3152 -27.6429 31.1645 68.5689 -74.3795
105 -8.4 32.4 26.1129 14.2288 -26.0057 32.8474 68.8863 -75.7631
107 -9.7 24.7 26.2239 13.1213 -22.8789 32.5546 70.6231 -77.7651
109 -10.5 10 25.2161 12.0327 -16.2286 31.9669 69.9922 -74.4798
111 -10.4 10 25.0545 10.9294 -15.114 29.8661 71.6005 -75.6989
113 -10.7 8 24.8899 9.81285 -13.1814 31.4076 71.8251 -75.4972
115 -11.2 11.4 24.6951 8.68433 -13.3942 30.3429 72.6735 -77.2372
117 -11.3 358.7 24.2994 6.92743 -6.37436 28.6635 72.6583 -71.9893
123 2 170 -57.0082 26.9563 36.4461 23.1017 5.29211 1.20014
121 2.3 190 -53.9215 44.5148 34.4752 22.1078 5.48275 9.23843
119.7 6.5 128 -4.15297 9.40757 9.06446 25.3487 2.50507 -18.4328
121.7 10 92 11.7364 38.4275 -10.3882 27.8298 0.295999 -27.8025
119.2 14 65 -14.934 14.3068 7.48846 38.4089 5.91117 -37.3085
119.2 16 95 -33.9258 13.5054 34.9737 40.4183 5.5983 -39.7766
119.2 17.5 88 -49.871 15.2155 49.3096 40.4534 5.5983 -40.6242
119.8 19 119 -63.2974 21.1481 65.6139 41.5317 5.46363 -33.6757
120.2 20.5 74 -44.0848 45.1843 29.9225 41.6207 5.47728 -41.5181
128.6 4 246 -43.5158 17.9538 -32.4512 -68.1359 34.5752 -48.1823
127.4 6 247.3 -38.4117 18.2777 -28.3828 -65.5208 35.7812 -46.6373
127.3 8 267 -34.0643 30.9045 -32.4002 -63.6248 35.0317 -61.7041
126.8 10 252.8 -28.0668 32.9194 -17.0771 -60.9968 36.0155 -47.6188
126.2 12 247.4 -10.2143 41.0108 6.3303 -58.3647 36.8431 -39.7242
125.2 14 248 -2.06867 63.1194 21.7269 -54.8735 37.0421 -37.0016
123.5 15.6 205 -10.8003 63.004 52.5366 -51.9116 40.1542 14.4532
124 23.4 345 23.7619 -41.9507 46.6713 -39.0042 39.9364 -48.6707
127 24.2 325 37.4812 -16.1528 34.7299 -36.903 35.9074 -50.5803
129 25.7 320 41.7669 -17.3647 40.1493 -33.8347 32.9322 -46.9761
130.5 27.5 310 39.256 -10.069 36.544 -30.8609 31.3967 -43.8223
132 29.8 300 39.6168 -14.4795 41.5489 -25.8364 29.0245 -36.8873
134 31.8 335 20.1046 -5.08461 13.1048 -21.0581 26.2066 -32.6508
135.5 32.6 340 19.2404 -5.07806 11.3524 -19.737 24.3544 -29.6362
137 33.1 345 19.5085 -5.13086 10.0052 -18.49 22.4105 -26.4325
134.5 6.8 315 -65.7322 31.5784 -68.809 -66.6833 31.8874 -69.7
136 7.3 358 -62.8063 30.6049 -32.7782 -64.072 33.0711 -35.287
138 8.6 305 -56.6943 26.0058 -61.3575 -59.111 28.4599 -64.7448
138.6 10 290 -58.4956 26.497 -64.0304 -60.893 29.0182 -67.1455
140.5 10.8 359 -57.9655 23.7014 -24.7094 -77.6633 31.5801 -32.9307
142.5 11.4 350.3 -57.4077 20.1482 -29.5328 -77.514 31.4656 -44.076
144.5 12 335.9 14.2905 13.0397 -6.06782 -77.0328 32.495 -61.1174
146.5 13.3 314.4 6.12972 24.5124 -12.7709 -77.7394 32.6231 -78.3678
147.5 15 289.2 -4.3059 31.3187 -14.3661 -76.7512 34.8798 -83.9528
147.8 17 271 -17.7702 33.7627 -18.3567 -77.4111 35.1641 -78.013
147.6 19 260 -33.8833 25.0764 -29.014 -77.5135 33.9988 -70.432
146.9 21 235 -35.1987 21.1911 -16.6784 -77.2761 34.0554 -43.7675
145.1 23 225.3 -35.9783 17.1911 -13.4812 -76.5294 32.7281 -31.3763
143.3 27 272 -28.0494 19.0694 -28.6979 -76.1125 32.8512 -77.2127
142.9 29 252.3 -24.6364 19.1169 -17.658 -75.8509 32.8768 -62.2646
142.3 31 258 -21.3113 21.1193 -16.4546 -75.6092 32.9139 -67.1138
142.1 33 260.9 -17.3517 21.1832 -13.783 -74.353 32.6503 -68.2533
142.2 35 297.1 10.8956 -3.10296 11.1129 -74.0101 32.6443 -80.7557
143.5 37 298.9 10.8253 -3.82288 11.3247 -72.1869 33.4249 -79.3507
144.2 39 276.6 11.6873 -4.88808 12.1717 -72.0633 32.24 -75.2913
144.5 40.5 291.9 10.6747 -4.8078 11.6976 -71.404 33.3573 -78.6931
145.5 41.5 318.5 3.35721 -4.25472 5.41115 -70.1046 32.9932 -71.1632
147 42.2 324 2.47182 -4.98184 5.4833 -69.3837 33.9932 -68.2838
149 43.5 318.9 3.78749 -5.91123 6.94429 -67.4917 34.6088 -70.4473
