92.1 14 112 -7.77734 45.0433 24.0845 -2.64994 52.6878 22.1942
91.6 12 101 -15.0309 44.0031 23.151 -1.39324 51.7207 11.2364
91.4 10 97 -9.92299 45.2006 15.3576 -0.800892 51.6324 7.08733
91.7 8 77 -11.8517 45.0131 1.42222 1.31178 51.6872 -12.9052
92.6 6 70 -11.8899 43.3917 -3.66795 1.29988 52.855 -19.2989
93 4 60.8 -10.6775 34.1265 -7.32833 2.05542 53.0299 -27.6654
95 2 25 3.43401 18.562 -18.2742 -1.89399 63.4338 -56.6901
97 0 56 2.29387 19.1018 -12.5833 1.68827 65.9599 -38.2839
98.1 -2 47.3 3.26597 18.8222 -15.1647 1.60787 67.145 -46.7167
99.7 -4 50 2.34332 17.7879 -13.2289 4.04852 67.8749 -46.7305
100.8 -5.5 50.8 2.02656 18.1341 -13.0317 5.34196 69.1137 -47.8216
102.3 -7 33.5 0.829576 17.21 -14.809 5.04928 70.4637 -61.5456
105 -8.4 32.4 0.483497 16.9164 -14.5421 7.218 71.5739 -64.2995
107 -9.7 24.7 1.05397 16.3925 -15.3331 7.38467 73.8943 -70.2194
109 -10.5 10 0.322079 15.8834 -15.6981 7.07288 73.8429 -73.9493
111 -10.4 10 0.0970153 15.3551 -15.1386 4.90862 76.0261 -75.7235
113 -10.7 8 0.0134934 14.808 -14.6657 6.53119 76.8202 -76.9815
115 -11.2 11.4 -0.0310175 14.2428 -13.9557 5.61678 78.232 -77.7987
117 -11.3 358.7 -0.429516 13.0426 -13.049 3.93458 78.7734 -78.6639
123 2 170 -85.9019 34.6939 49.0836 -5.79196 13.0297 13.8376
121 2.3 190 -82.8991 51.7202 36.5392 -6.86983 12.6881 11.3024
119.7 6.5 128 -34.1127 16.2622 36.8932 -4.61107 9.3597 9.39598
121.7 10 92 -18.8705 45.8202 20.4582 -2.77715 7.68869 3.04378
119.2 14 65 -46.2473 21.0256 33.0285 7.09556 12.63 -11.7684
119.2 16 95 -65.5085 20.2242 67.0219 8.8356 12.3171 -7.72847
119.2 17.5 88 -81.6306 21.9343 80.8153 8.69384 12.3171 -9.11841
119.8 19 119 -95.1888 28.0298 96.8431 9.64029 12.3454 -2.44644
120.2 20.5 74 -76.0907 52.1743 58.7619 9.61478 12.4672 -12.6788
128.6 4 246 -72.8269 27.1297 -55.496 -97.447 43.751 -71.2271
127.4 6 247.3 -68.153 27.1523 -52.3955 -95.2621 44.6558 -70.65
127.3 8 267 -64.1886 39.7538 -62.0201 -93.7491 43.881 -91.3241
126.8 10 252.8 -58.5491 41.6419 -43.6169 -91.4791 44.738 -74.1586
126.2 12 247.4 -41.0257 49.5802 -18.8219 -89.1761 45.4125 -64.8764
125.2 14 248 -33.1914 71.4316 -4.0158 -85.9963 45.3543 -62.7443
123.5 15.6 205 -42.1849 70.8732 46.4048 -83.2963 48.0234 8.32145
124 23.4 345 -8.23602 -33.9504 30.6619 -71.0021 47.9367 -64.68
127 24.2 325 5.63186 -7.37949 9.27523 -68.7523 44.6807 -76.035
129 25.7 320 10.0225 -8.0893 12.6391 -65.5791 42.2076 -74.4864
130.5 27.5 310 7.62559 -0.424447 6.11437 -62.4913 41.0413 -74.2519
132 29.8 300 8.16816 -4.47233 9.31 -57.285 39.0317 -69.1261
134 31.8 335 -11.0597 5.39524 -9.56376 -52.2224 36.6864 -55.3193
135.5 32.6 340 -11.7203 5.74799 -9.40992 -50.6977 35.1805 -50.3985
